LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,SA2_MAINCODE,SA2_NAME,RATIO,PERCENT
ACT616,GORDON PARK,ALIAS LOCALITY,2906,ACT,801071078,Gordon (ACT),0.9972135,99.7213518
ACT604,GOWRIE,GAZETTED LOCALITY,2904,ACT,801071079,Gowrie (ACT),1,100
ACT604,GOWRIE PARK,ALIAS LOCALITY,2904,ACT,801071079,Gowrie (ACT),1,100
ACT615,GREENWAY,GAZETTED LOCALITY,2900,ACT,801071080,Greenway,1,100
ACT615,TUGGERANONG,ALIAS LOCALITY,2900,ACT,801071080,Greenway,1,100
ACT220,GRIFFITH,GAZETTED LOCALITY,2603,ACT,801061064,Griffith (ACT),1,100
ACT220,CANBERRA CENTRAL,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT),1,100
ACT220,MANUKA,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT),1,100
ACT710,GUNGAHLIN,GAZETTED LOCALITY,2912,ACT,801041040,Gungahlin,1,100
ACT126,HACKETT,GAZETTED LOCALITY,2602,ACT,801051056,Hackett,1,100
ACT901,HALL,GAZETTED LOCALITY,2618,ACT,801041043,Hall,1,100
ABS14768,HARMAN,EXTRA LOCALITY,2600,ACT,801031030,ACT - East,1,100
ACT711,HARRISON,GAZETTED LOCALITY,2914,ACT,801041044,Harrison,1,100
ACT711,KENNY,ALIAS LOCALITY,2914,ACT,801041044,Harrison,1,100
ACT563,HAWKER,GAZETTED LOCALITY,2614,ACT,801011013,Hawker,0.9999999,99.9999918
ACT567,HIGGINS,GAZETTED LOCALITY,2615,ACT,801011014,Higgins,1,100
ACT567,HALL,ALIAS LOCALITY,2615,ACT,801011014,Higgins,1,100
ABS2379,HMAS HARMAN,EXTRA LOCALITY,2600,ACT,801031030,ACT - East,1,100
ACT447,HOLDER,GAZETTED LOCALITY,2611,ACT,801081094,Holder,1,100
ACT568,HOLT,GAZETTED LOCALITY,2615,ACT,801011015,Holt,1,100
ACT568,KIPPAX,ALIAS LOCALITY,2615,ACT,801011015,Holt,1,100
ACT568,SCOTTSDALE,ALIAS LOCALITY,2615,ACT,801011015,Holt,1,100
ACT327,HUGHES,GAZETTED LOCALITY,2605,ACT,801091103,Hughes,1,99.9999962
ACT802,HUME,GAZETTED LOCALITY,2620,ACT,801031031,Hume,1,100
ACT336,ISAACS,GAZETTED LOCALITY,2607,ACT,801091104,Isaacs,0.9999999,99.9999867
ACT612,ISABELLA PLAINS,GAZETTED LOCALITY,2905,ACT,801071081,Isabella Plains,1,100
ACT612,TUGGERANONG,ALIAS LOCALITY,2905,ACT,801071081,Isabella Plains,1,100
ACT928,JACKA,GAZETTED LOCALITY,2914,ACT,801041042,Gungahlin - West,1,100
ABS14110,JERRABOMBERRA,EXTRA LOCALITY,2620,ACT,801031030,ACT - East,0.6653438,66.5343798
ACT553,KALEEN,GAZETTED LOCALITY,2617,ACT,801011016,Kaleen,1,100
ACT601,KAMBAH,GAZETTED LOCALITY,2902,ACT,801071082,Kambah,1,100
ACT601,GLEN EAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah,1,100
ACT601,GLENEAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah,1,100
ACT217,KINGSTON,GAZETTED LOCALITY,2604,ACT,801061065,Kingston - Barton,1,100
ACT217,CARRINGTON,ALIAS LOCALITY,2604,ACT,801061065,Kingston - Barton,1,100
ACT217,MANUKA,ALIAS LOCALITY,2604,ACT,801061065,Kingston - Barton,1,100
ABS10807,KINLYSIDE,EXTRA LOCALITY,2912,ACT,801041042,Gungahlin - West,1,100
ABS14113,KOWEN,EXTRA LOCALITY,2620,ACT,801031032,Kowen,0.9638525,96.3852546
ACT566,LATHAM,GAZETTED LOCALITY,2615,ACT,801011017,Latham,0.9999996,99.9999635
ACT566,BELCONNEN,ALIAS LOCALITY,2615,ACT,801011017,Latham,0.9999996,99.9999635
ACT580,LAWSON,GAZETTED LOCALITY,2617,ACT,801011018,Lawson,1,100
ACT101,LYNEHAM,GAZETTED LOCALITY,2602,ACT,801051057,Lyneham,1,100
ACT101,KENSINGTON GARDENS,ALIAS LOCALITY,2602,ACT,801051057,Lyneham,1,100
ACT101,LYNEHAM NORTH,ALIAS LOCALITY,2602,ACT,801051057,Lyneham,1,100
ACT101,N LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham,1,100
ACT101,NORTH LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham,1,100
ACT329,LYONS,GAZETTED LOCALITY,2606,ACT,801091105,Lyons (ACT),1,99.9999959
ACT329,WODEN VALLEY,ALIAS LOCALITY,2606,ACT,801091105,Lyons (ACT),1,99.9999959
ACT606,MACARTHUR,GAZETTED LOCALITY,2904,ACT,801071083,Macarthur,1,100
ACT569,MACGREGOR,GAZETTED LOCALITY,2615,ACT,801011019,Macgregor (ACT),1,100
ACT558,MACQUARIE,GAZETTED LOCALITY,2614,ACT,801011020,Macquarie,1,99.9999961
ACT558,JAMISON,ALIAS LOCALITY,2614,ACT,801011020,Macquarie,1,99.9999961
ACT558,JAMISON CENTRE,ALIAS LOCALITY,2614,ACT,801011020,Macquarie,1,99.9999961
ACT333,MAWSON,GAZETTED LOCALITY,2607,ACT,801091106,Mawson,1,100
ACT575,MCKELLAR,GAZETTED LOCALITY,2617,ACT,801011021,McKellar,1,100
ACT572,MELBA,GAZETTED LOCALITY,2615,ACT,801011022,Melba,1,100
ACT701,MITCHELL,GAZETTED LOCALITY,2911,ACT,801041045,Mitchell,1,100
ACT930,MOLONGLO,GAZETTED LOCALITY,2617,ACT,801021027,ACT - South West,1,100
ACT930,WESTON CREEK,ALIAS LOCALITY,2617,ACT,801021027,ACT - South West,1,100
ACT603,MONASH,GAZETTED LOCALITY,2904,ACT,801071084,Monash,1,100
ACT603,MONASH PARK,ALIAS LOCALITY,2904,ACT,801071084,Monash,1,100
ACT603,TUGGERANONG,ALIAS LOCALITY,2904,ACT,801071084,Monash,1,100
ACT932,MONCRIEFF,GAZETTED LOCALITY,2912,ACT,801041042,Gungahlin - West,1,100
ABS4385,MOUNT CLEAR,EXTRA LOCALITY,2620,ACT,801021029,Namadgi,1,100
ABS4405,MOUNT ELIZA,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ABS4531,MOUNT STROMLO,EXTRA LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT218,NARRABUNDAH,GAZETTED LOCALITY,2604,ACT,801061067,Narrabundah,1,100
ACT218,CANBERRA CENTRAL,ALIAS LOCALITY,2604,ACT,801061067,Narrabundah,1,100
ACT706,NGUNNAWAL,GAZETTED LOCALITY,2913,ACT,801041046,Ngunnawal,1,100
ACT706,HAZELBROOK,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal,1,100
ACT706,PICCADILLY,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal,1,100
ACT708,NICHOLLS,GAZETTED LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT708,GINNINDERRA VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT708,GOLD CREEK,ALIAS LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT708,GOLD CREEK VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT708,HARCOURT HILL,ALIAS LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT708,HUNTLEY,ALIAS LOCALITY,2913,ACT,801041047,Nicholls,1,100
ACT103,O'CONNOR,GAZETTED LOCALITY,2602,ACT,801051058,O'Connor (ACT),1,100
ACT103,RESERVOIR,ALIAS LOCALITY,2602,ACT,801051058,O'Connor (ACT),1,100
ACT335,O'MALLEY,GAZETTED LOCALITY,2606,ACT,801091107,O'Malley,0.9890882,98.9088248
ABS4620,OAKEY CREEK,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ACT801,OAKS ESTATE,GAZETTED LOCALITY,2620,ACT,801031030,ACT - East,1,100
ACT623,OXLEY,GAZETTED LOCALITY,2903,ACT,801071086,Oxley (ACT),0.99659,99.6589964
ACT623,TUGGERANONG,ALIAS LOCALITY,2903,ACT,801071086,Oxley (ACT),0.99659,99.6589964
ABS14186,PADDYS RIVER,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,0.9771563,97.7156263
ACT561,PAGE,GAZETTED LOCALITY,2614,ACT,801011023,Page,0.9999998,99.9999787
ACT709,PALMERSTON,GAZETTED LOCALITY,2913,ACT,801041048,Palmerston,1,100
ACT709,CENTRAL PARK,ALIAS LOCALITY,2913,ACT,801041048,Palmerston,1,100
ACT709,THE PALMS,ALIAS LOCALITY,2913,ACT,801041048,Palmerston,1,100
ACT211,PARKES,GAZETTED LOCALITY,2600,ACT,801061068,Parkes (ACT),0.5014896,50.1489573
ACT211,ASPEN ISLAND,ALIAS LOCALITY,2600,ACT,801061068,Parkes (ACT),0.5014896,50.1489573
ABS11184,PARKWOOD,EXTRA LOCALITY,2615,ACT,801021028,Molonglo,1,100
ACT331,PEARCE,GAZETTED LOCALITY,2607,ACT,801091108,Pearce,1,100
ACT338,PHILLIP,GAZETTED LOCALITY,2606,ACT,801091109,Phillip,1,100
ACT338,SWINGER HILL,ALIAS LOCALITY,2606,ACT,801091109,Phillip,1,100
ACT338,WODEN,ALIAS LOCALITY,2606,ACT,801091109,Phillip,1,100
ACT251,PIALLIGO,GAZETTED LOCALITY,2609,ACT,801031033,Majura,0.7384296,73.8429598
ACT221,RED HILL,GAZETTED LOCALITY,2603,ACT,801061069,Red Hill (ACT),1,100
ACT221,WODEN VALLEY,ALIAS LOCALITY,2603,ACT,801061069,Red Hill (ACT),1,100
ACT109,REID,GAZETTED LOCALITY,2612,ACT,801051059,Reid,0.9998363,99.9836266
ACT607,RICHARDSON,GAZETTED LOCALITY,2905,ACT,801071087,Richardson,0.9999202,99.9920223
ABS10742,RIVERLEA,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ACT445,RIVETT,GAZETTED LOCALITY,2611,ACT,801081095,Rivett,1,100
ACT122,RUSSELL,GAZETTED LOCALITY,2600,ACT,801051052,Campbell,1,100
ACT564,SCULLIN,GAZETTED LOCALITY,2614,ACT,801011024,Scullin,0.9963492,99.6349158
ACT564,BELCONNEN,ALIAS LOCALITY,2614,ACT,801011024,Scullin,0.9963492,99.6349158
ABS9012,SHANNONS FLAT,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ABS8335,SNOWY CORNER,EXTRA LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ACT576,SPENCE,GAZETTED LOCALITY,2615,ACT,801011025,Spence,1,100
ACT448,STIRLING,GAZETTED LOCALITY,2611,ACT,801081096,Stirling,0.9953828,99.5382837
ABS11193,STROMLO,EXTRA LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT803,SYMONSTON,GAZETTED LOCALITY,2609,ACT,801031030,ACT - East,1,100
ACT803,HARMAN,ALIAS LOCALITY,2609,ACT,801031030,ACT - East,1,100
ACT803,HMAS HARMAN,ALIAS LOCALITY,2609,ACT,801031030,ACT - East,1,100
ABS466,TAYLOR,EXTRA LOCALITY,2912,ACT,801041042,Gungahlin - West,1,100
ABS11488,TENNENT,EXTRA LOCALITY,2620,ACT,801021029,Namadgi,1,100
ABS14353,THARWA,EXTRA LOCALITY,2900,ACT,801021027,ACT - South West,0.661692,66.1692011
ACT659,THARWA,GAZETTED LOCALITY,2620,ACT,801021027,ACT - South West,1,100
ACT610,THEODORE,GAZETTED LOCALITY,2905,ACT,801071088,Theodore,1,100
ABS8017,TOP NAAS,EXTRA LOCALITY,2620,ACT,801021029,Namadgi,1,100
ACT332,TORRENS,GAZETTED LOCALITY,2607,ACT,801091110,Torrens,1,100
ACT332,TORRENS PARK,ALIAS LOCALITY,2607,ACT,801091110,Torrens,1,100
ACT105,TURNER,GAZETTED LOCALITY,2612,ACT,801051060,Turner,0.9968271,99.6827113
ABS9026,URIARRA,EXTRA LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT927,URIARRA VILLAGE,GAZETTED LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT927,COREE,ALIAS LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT602,WANNIASSA,GAZETTED LOCALITY,2903,ACT,801071090,Wanniassa,0.9970874,99.7087413
ACT602,ERINDALE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa,0.9970874,99.7087413
ACT602,ERINDALE CENTRE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa,0.9970874,99.7087413
ACT442,WARAMANGA,GAZETTED LOCALITY,2611,ACT,801081097,Waramanga,0.9918134,99.1813408
ACT125,WATSON,GAZETTED LOCALITY,2602,ACT,801051061,Watson,0.9999313,99.9931344
ACT125,PASADENA,ALIAS LOCALITY,2602,ACT,801051061,Watson,0.9999313,99.9931344
ACT562,WEETANGERA,GAZETTED LOCALITY,2614,ACT,801011026,Weetangera,1,100
ACT441,WESTON,GAZETTED LOCALITY,2611,ACT,801081098,Weston,1,100
ABS8071,WILLIAMSDALE,EXTRA LOCALITY,2620,ACT,801021029,Namadgi,1,100
ABS8726,WILLOWVALE,EXTRA LOCALITY,2620,ACT,801021029,Namadgi,1,100
ACT907,WRIGHT,GAZETTED LOCALITY,2611,ACT,801021027,ACT - South West,1,100
ACT212,YARRALUMLA,GAZETTED LOCALITY,2600,ACT,801061070,Yarralumla,0.9999991,99.9999118
NSW1,AARONS PASS,GAZETTED LOCALITY,2850,NSW,103031073,Mudgee Region - East,0.9999989,99.9998931
NSW2,ABBOTSBURY,GAZETTED LOCALITY,2176,NSW,127021510,Bossley Park - Abbotsbury,1,100
NSW3,ABBOTSFORD,GAZETTED LOCALITY,2046,NSW,120011386,Five Dock - Abbotsford,1,100
NSW3,ABBOTSFORD POINT,ALIAS LOCALITY,2046,NSW,120011386,Five Dock - Abbotsford,1,100
NSW3,ABBOTSFORD PT,ALIAS LOCALITY,2046,NSW,120011386,Five Dock - Abbotsford,1,100
NSW4,ABERCROMBIE,GAZETTED LOCALITY,2795,NSW,103011058,Bathurst,1,100
NSW5,ABERCROMBIE RIVER,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Region,1,100
NSW6,ABERDARE,GAZETTED LOCALITY,2325,NSW,106011108,Cessnock,1,100
NSW8,ABERDEEN,GAZETTED LOCALITY,2336,NSW,106041129,Scone Region,0.9924415,99.2441498
NSW9,ABERFOYLE,GAZETTED LOCALITY,2350,NSW,110011187,Armidale Region - North,1,100
NSW10,ABERGLASSLYN,GAZETTED LOCALITY,2320,NSW,106021117,Maitland - West,1,100
NSW11,ABERMAIN,GAZETTED LOCALITY,2326,NSW,106011111,Kurri Kurri - Abermain,1,100
NSW12,ABERNETHY,GAZETTED LOCALITY,2325,NSW,106011109,Cessnock Region,1,100
NSW13,ABINGTON,GAZETTED LOCALITY,2350,NSW,110011188,Armidale Region - South,1,100
NSW13,BINDAWALLA,ALIAS LOCALITY,2350,NSW,110011188,Armidale Region - South,1,100
NSW5028,ACACIA CREEK,GAZETTED LOCALITY,2476,NSW,110021194,Tenterfield,1,100
NSW14,ACACIA GARDENS,GAZETTED LOCALITY,2763,NSW,116021311,Quakers Hill - Acacia Gardens,0.9999996,99.9999563
NSW15,ADAMINABY,GAZETTED LOCALITY,2629,NSW,101031015,Cooma Region,1,100
NSW15,CADDIGAT,ALIAS LOCALITY,2629,NSW,101031015,Cooma Region,1,100
NSW15,WALLGROVE,ALIAS LOCALITY,2629,NSW,101031015,Cooma Region,1,100
NSW16,ADAMSTOWN,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara,0.9839383,98.3938343
NSW17,ADAMSTOWN HEIGHTS,GAZETTED LOCALITY,2289,NSW,111031222,Adamstown - Kotara,1,100
NSW18,ADELONG,GAZETTED LOCALITY,2729,NSW,113021262,Tumut Region,1,100
NSW18,BLACK CREEK (ADELONG),ALIAS LOCALITY,2729,NSW,113021262,Tumut Region,1,100
NSW19,ADJUNGBILLY,GAZETTED LOCALITY,2727,NSW,113031264,Gundagai,1,100
NSW19,GUNDAGAI,ALIAS LOCALITY,2727,NSW,113031264,Gundagai,1,100
NSW19,NANANGROE,ALIAS LOCALITY,2727,NSW,113031264,Gundagai,1,100
NSW20,AFTERLEE,GAZETTED LOCALITY,2474,NSW,112021247,Kyogle,1,100
NSW21,AGNES BANKS,GAZETTED LOCALITY,2753,NSW,124041468,Yarramundi - Londonderry,0.5160777,51.6077716
NSW22,AIRDS,GAZETTED LOCALITY,2560,NSW,123021436,Bradbury - Wedderburn,1,100
NSW23,AKOLELE,GAZETTED LOCALITY,2546,NSW,101041027,Narooma - Bermagui,1,100
NSW23,WALLAGA BEACH,ALIAS LOCALITY,2546,NSW,101041027,Narooma - Bermagui,1,100
NSW24,ALBERT,GAZETTED LOCALITY,2873,NSW,103021062,Condobolin,1,100
NSW25,ALBION PARK,GAZETTED LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass,1,100
NSW25,WOLLONGONG,ALIAS LOCALITY,2527,NSW,107031136,Albion Park - Macquarie Pass,1,100
NSW26,ALBION PARK RAIL,GAZETTED LOCALITY,2527,NSW,107031137,Albion Park Rail,0.9995302,99.9530233
NSW27,ALBURY,GAZETTED LOCALITY,2640,NSW,109011174,Albury - South,0.9976499,99.7649942
NSW28,ALDAVILLA,GAZETTED LOCALITY,2440,NSW,108021155,Kempsey,1,100
NSW29,ALECTOWN,GAZETTED LOCALITY,2870,NSW,103021068,Parkes Region,1,100
NSW30,ALEXANDRIA,GAZETTED LOCALITY,2015,NSW,117031330,Erskineville - Alexandria,0.9990741,99.9074137
NSW30,ALEZANDRIA,ALIAS LOCALITY,2015,NSW,117031330,Erskineville - Alexandria,0.9990741,99.9074137
NSW30,AUBURN,ALIAS LOCALITY,2015,NSW,117031330,Erskineville - Alexandria,0.9990741,99.9074137
NSW31,ALFORDS POINT,GAZETTED LOCALITY,2234,NSW,128021534,Illawong - Alfords Point,1,100
NSW31,ALFORDS PT,ALIAS LOCALITY,2234,NSW,128021534,Illawong - Alfords Point,1,100
NSW32,ALFREDTOWN,GAZETTED LOCALITY,2650,NSW,113031271,Wagga Wagga Region,1,100
NSW33,ALICE,GAZETTED LOCALITY,2469,NSW,104011081,Grafton Region,1,100
NSW33,YATES FLAT,ALIAS LOCALITY,2469,NSW,104011081,Grafton Region,1,100
NSW34,ALISON,GAZETTED LOCALITY,2420,NSW,106011110,Dungog,1,100
NSW35,ALISON,GAZETTED LOCALITY,2259,NSW,102021049,Jilliby - Yarramalong,1,100
NSW36,ALLAMBIE HEIGHTS,GAZETTED LOCALITY,2100,NSW,122031430,Manly Vale - Allambie Heights,0.9999442,99.9944213
NSW36,ALLAMBIE,ALIAS LOCALITY,2100,NSW,122031430,Manly Vale - Allambie Heights,0.9999442,99.9944213
NSW37,ALLANDALE,GAZETTED LOCALITY,2320,NSW,106011107,Branxton - Greta - Pokolbin,1,100
NSW37,LOVEDALE,ALIAS LOCALITY,2320,NSW,106011107,Branxton - Greta - Pokolbin,1,100
